episode_date,Weekday,audio_url,mysteries,title,publish_at
5/2/2026,Saturday,https://archive.org/download/sthelena-daily-rosary/SaturdayRosary.mp3,Joyful,2026-05-02 Rosary - Saturday - The Joyful Mysteries (Daily Catholic Prayer),2026-05-02T01:00:00-05:00
4/1/2026,Wednesday,https://archive.org/download/sthelena-daily-rosary/WednesdayRosary.mp3,Glorious,2026-04-01 Rosary - Wednesday - The Glorious Mysteries (Daily Catholic Prayer),2026-04-01T01:00:00-05:00
