episode_date,Weekday,audio_url,mysteries,title,publish_at
4/6/2026,Monday,https://archive.org/download/sthelena-daily-rosary/MondayRosary.mp3,Joyful,2026-04-06 Rosary - Monday - The Joyful Mysteries (Daily Catholic Prayer),2026-04-06T01:00:00-05:00
4/7/2026,Tuesday,https://archive.org/download/sthelena-daily-rosary/TuesdayRosary.mp3,Sorrowful,2026-04-07 Rosary - Tuesday - The Sorrowful Mysteries (Daily Catholic Prayer),2026-04-07T01:00:00-05:00
